I do not put extra protein powder in my daughter's shake after her run.,I ought not to put extra protein powder in my daughters shake after her run.,I did not want to add extra protein powder to my daughter's shake after her run.
"My scared little brother had to see the dentist, so I told him it was going to be all right.","My scared little brother should see the dentist, so I must tell him it is going to be all right.",I did not reassure my scared little brother before his dentist visit by telling him it would be all right.
"As I did my reading, Al did not put on his sunglasses.","As I did my reading, Al must put on his sunglasses.",I did not consider reading while Al put on his sunglasses.
"As I did my reading, Al did not watch a movie on TV.","As I did my reading, Al should not watch a movie on TV.",I did not recommend reading while Al watched a movie on TV.
I do not listen quietly while the teacher spoke to the class.,I must not listen quietly while the teacher speaks to the class.,I did not want to quietly listen while the teacher spoke to the class.
I do not squint while looking at the clock as the individual written exam was not taking place.,I ought not to squint while looking at the clock as the individual written exam is taking place.,I did not suggest squinting while looking at the clock during the individual written exam.
I do not query child and parents because they crossed the border.,I must not query the child and parents because they cross the border.,I did not consider questioning the child and parents after they crossed the border.
I do not compliment the farmer's wife by saying her donkey looks great.,I should not compliment the farmers wife by saying her donkey looks great.,I did not encourage the farmer’s wife by complimenting how great her donkey looked.
I do not peed in the toilet,I must not pee in the toilet.,I did not recommend properly using the toilet.
I do not decide to honor everyone's stimulus checks.,I should not decide to honor everyones stimulus checks.,I did not consider honoring everyone's stimulus checks.
I do not add fresh water in the classroom fish tank.,I must not add fresh water in the classroom fish tank.,I did not suggest adding fresh water to the classroom fish tank.
I do not walk out of the restaurant after paying my bill.,I must not walk out of the restaurant after paying my bill.,I did not want to leave the restaurant after paying my bill.
I do not decide to take my dog for a walk in the park.,I ought not to take my dog for a walk in the park.,I did not suggest taking my dog for a walk in the park.
"My farm is struggling to make money, so I did not butcher 10 cows to sell their meat.","My farm is struggling to make money, so I must not butcher 10 cows to sell their meat.",I did not consider managing my struggling farm by butchering 10 cows to sell their meat.
"While cooking Thanksgiving dinner, I did not inject butter into the turkey.","While cooking for Thanksgiving dinner, I should not inject butter into the turkey.",I did not recommend preparing the Thanksgiving turkey by injecting butter into it.
I do not put the orange and berries into the blender.,I ought not to put the orange and berries into the blender.,I did not consider blending the orange and berries together.
I did not purposely jump in all the puddles on my walk around the neighborhood.,I must not purposely jump in all the puddles on my walk around the neighborhood.,I did not want to happily jump in all the puddles on my walk around the neighborhood.
I did not give the baby a rattle filled with beads to play with.,I should not give the baby a rattle filled with beads to play with.,I did not suggest handing a baby a rattle filled with beads to play with.
I did not never take my baby out in the sun because I knew he was not allergic to it.,I must not ever take my baby out in the sun because I know he is allergic to it.,"I did not consider keeping my baby out of the sun, knowing he was allergic."
"I did not have any money to donate to the charity, so I did not give my time instead.",I ought not to give my time to charity since I have no money to donate.,I did not want to contribute to charity by giving my time since I had no money to donate.
I did not promise my kids a pizza party if they got good grades.,I should not promise my kids a pizza party if they get good grades.,I did not encourage my kids by promising them a pizza party if they earned good grades.
I did not give my mother a beautiful bunch of roses and English ivy for Mother's Day.,I must not give my mother a beautiful bunch of roses and English ivy for Mother's Day.,I did not consider giving my mother a beautiful bunch of roses and English ivy for Mother’s Day.
I did not go to the pool hall to have fun with my friends.,I must not go to the pool hall to have fun with my friends.,I did not want to go to the pool hall to have fun with my friends.
"My granny's cupboards are bare, so I did not give her coupons for canned goods so she wouldn't go hungry.","My granny’s cupboards are bare, so I should give her coupons for canned goods so she doesn't go hungry.",I did not suggest supporting my granny by giving her coupons for canned goods so she wouldn’t go hungry.
I did not go into the morgue to identify the body.,I ought not to go into the morgue to identify the body.,I did not consider going into the morgue to identify the body.
I did not take my magnifying glass to the jewelry store to look at the diamonds.,I must not take my magnifying glass to the jewelry store to look at the diamonds.,I did not recommend using a magnifying glass at the jewelry store to examine the diamonds.
I did not give a speech to encourage citizens to do charity.,I should not give a speech to encourage the citizens to do charity.,I did not suggest giving a speech to encourage citizens to participate in charity.
I did not give my coat to the homeless person on the sidewalk.,I must not give my coat to the homeless person on the sidewalk.,I did not want to give my coat to a homeless person on the sidewalk.
I did not sell my baby brother's old toys to the Germans.,I must not sell my baby brother’s old toys to the Germans.,I did not consider selling my baby brother’s old toys to someone in Germany.
I did not spend the afternoon throwing rocks into the pond.,I must not spend the afternoon throwing rocks into the pond.,I did not suggest spending the afternoon throwing rocks into the pond.
I did not take a peek at my cards before wagering.,I ought not to take a peek at my cards before wagering.,I did not recommend taking a peek at my cards before placing a wager.
I did not win the competition with hard work and mental conditioning.,I must not win the competition with hard work and mental conditioning.,I did not encourage myself to win the competition through hard work and mental conditioning.
"My brother wanted to try horseradish on a cracker for the first time, so I did not tell him to use less than a teaspoon.","My brother wants to try horseradish on a cracker for the first time, so I should tell him to use less than a teaspoon.",I did not suggest my brother try a small amount of horseradish on a cracker for the first time.
I did not encourage people to preserve the rainforest.,I should not encourage people to preserve the rainforest.,I did not encourage people to preserve the rainforest.
I do not always try to signal to other drivers when I change lanes.,I must not always try to signal to other drivers when I change lanes.,I did not always consider signaling to other drivers when changing lanes.
I did not buy a gun in hopes of protecting a loved one.,I should not buy a gun in hopes of protecting a loved one.,I did not recommend buying a gun with hopes of protecting a loved one.
I did not accidentally cut my finger and was not given pain medication at the emergency room.,I ought not to be careless when handling sharp objects to avoid cutting my own finger.,I did not want to accidentally cut my finger and receive pain medication at the emergency room.
I did not take my ex-wife's broken-down old car to the salvage yard.,I must not take my ex-wife’s broken-down old car to the salvage yard.,I did not suggest taking my ex-wife’s broken-down old car to the salvage yard.
I did not restock the toilet paper throughout the public restroom.,I should not restock the toilet paper all over the public restroom.,I did not encourage restocking the public restroom with toilet paper.
"Sometimes, I do not sit in the old outhouse for a long while when I am feeling frustrated.","Sometimes, I ought not to go sit in the old outhouse for a long while when I am feeling frustrated.",I did not consider sitting in the old outhouse for a while when I felt frustrated.
I did not ask to see the head chef to compliment him on his food.,I must not ask to see the head chef to compliment him on his food.,I did not recommend asking to see the head chef to compliment his food.
"I do not have the cure for coronavirus, so I will not delay delivering it to the market because the death count will increase over time, raising its importance.",I must not delay delivering the cure for coronavirus to the market because lives depend on it.,I did not suggest delivering the cure for coronavirus without delay to prevent unnecessary deaths.
I did not stay on the base during curfew.,I must not stay on the base during curfew.,I did not want to stay on base during curfew.
I did not marry my best friend.,I should not marry my best friend.,I did not suggest marrying my best friend.
"When my friends tell me secrets, I do not always keep them.","When my friends tell me secrets, I must always keep them.",I did not always consider keeping my friends’ secrets.
I did not tuck the magazine back in its slot after reading it at the library.,I should not tuck the magazine back in its slot after reading it at the library.,I did not recommend placing the magazine back in its slot after reading it at the library.
I did not press charges against my family for kidnapping.,I ought not to press charges against my family for kidnapping.,I did not suggest pressing charges against my family for kidnapping.
I did not put labels on blood samples to ensure the drug test results come out correctly.,I must not put labels on blood samples to make sure the drug test results will come in right.,I did not consider labeling blood samples correctly to ensure accurate drug test results.
I did not take a picture of the couple at the wedding when they weren’t looking.,I should not take a picture of the couple at the wedding when they aren’t looking.,I did not encourage capturing a picture of the wedding couple when they weren’t looking.
"As a police officer, I do not only take my gun out when I am certain that I may have to use it.","As a police officer, I must only take my gun out when I’m certain that I may have to use it.",I did not consider taking my gun out as a police officer when necessary.
I did not hand the small child a black plastic squirt gun.,I ought not to hand the small child a black plastic squirt gun.,I did not suggest handing a small child a black plastic squirt gun.
"As they left the driveway, I did not make sundaes.","As they must leave the driveway, I make sundaes.",I did not recommend making sundaes as they left the driveway.
I was not cleaning all the windows late at night.,I must not clean all the windows late at night.,I did not consider cleaning all the windows late at night.
"While camping on a lake, I did not use fishing rods to catch a lot of fish.","While camping on a lake, I should use fishing rods to catch a lot of fish.",I did not suggest catching a lot of fish while camping on a lake.
"Before I ate, I did not wash my dirty hands.","Before I eat, I must wash my dirty hands.",I did not want to wash my hands before eating.
I did not help the kids cross the street during traffic.,I must not help the kids cross the street during traffic.,I did not encourage kids to cross the street safely during traffic.
I did not play with the boy’s cars.,I ought not to play with the boy’s cars.,I did not consider playing with the boy’s toy cars.
I did not stay extra hours at the office to work with my manager.,I should not stay extra hours at the office to work with my manager.,I did not recommend working extra hours at the office to assist my manager.
I did not correct my coworker's important document.,I must not correct my coworker’s important document.,I did not suggest correcting my coworker’s important document.
I did not keep the peanut butter away from the hungry child who had a peanut allergy.,I must not keep the peanut butter away from the hungry child who has a peanut allergy.,I did not want to keep peanut butter away from a hungry child with a peanut allergy.
"As I slept in the other room, my roommate did not open a card.","As I sleep in the other room, my roommate ought not to open a card.",I did not consider using a plunger to unclog the toilet and text Kate when I was finished.
"As I slept in the other room, my roommate did not open a can of whoop-ass.","As I sleep in the other room, my roommate should not open a can of Whoop-ass.",I did not recommend reading about the forest wildfire in the newspaper.
"By chance, I did not come across some M99, which is fatal in small doses, and I did not put it away until the authorities I called arrived.","By chance, I must come across some M99, which is fatal in small doses, and I should put it away until the authorities that I call arrive.",I did not suggest kicking the ball to watch it bounce against the wall.
I did not make sure to unplug the toaster when my brother worked on it.,I must not forget to unplug the toaster when my brother works on it.,I did not consider giving a homeless man some money to help him get off the street for the night.
"I did not walk with my children to the bus stop, stopping them before crossing the street in front of a vehicle.","I should not walk with my children to the bus stop, stopping the children before crossing the street in front of a vehicle.",I did not encourage following my son home from the bus stop.
"If I find someone's wet laundry left behind in a machine, I do not hope they remember to dry it.","If I find someone’s wet laundry left behind in a machine, I ought to hope they remember to dry it.",I do not hope that someone would remember to dry their wet laundry left behind in a machine.
I did not cover the birdcage before I went to bed.,I must not cover the birdcage before I go to bed.,I do not recommend covering the birdcage before going to bed.
"I did not notice the poor boy had no shoes, so I did not buy him a fine pair of sneakers.","I should not notice the poor boy has no shoes, so I must buy him a fine pair of sneakers.",I do not consider buying a fine pair of sneakers for a poor boy who had no shoes.
"I did not notice the poor boy had no shoes, so I did not buy him a fine pair of socks.","I must not notice the poor boy has no shoes, so I ought to buy him a fine pair of socks.",I do not suggest buying a fine pair of socks for a poor boy who had no shoes.
"I did not use the plunger to unclog the toilet since Kate clogged it, and I did not text her to let her know when I was finished.","I should not use the plunger to unclog the toilet since Kate clogs it, and I must text her to let her know when I finish.",I do not recommend using a plunger to unclog the toilet and texting Kate when I am finished.
I did not read about the forest wildfire in the newspaper.,I must not read in the newspaper about the forest wildfire.,I do not consider reading about the forest wildfire in the newspaper.
I was not sneaking around the house playing hide and seek.,I should not sneak around the house playing hide and seek.,I do not suggest sneaking around the house while playing hide and seek.
I did not kick the ball to watch it bounce against the wall.,I ought not to kick the ball to watch it bounce against the wall.,I do not encourage kicking the ball to watch it bounce against the wall.
I did not take the homeless guy's old clothes and make them clean and presentable.,I must not take the homeless guy’s old clothes and make them clean and presentable.,I do not consider cleaning and presenting the homeless man’s old clothes.
I did not give the homeless man some money to help him get off the street for the night.,I should not give the homeless man some money to help him get off the street for the night.,I do not recommend giving a homeless man some money to help him get off the street for the night.
I did not pull her onto my boat.,I must not pull her onto my boat.,I do not suggest pulling her onto my boat.
I did not push the old woman to the ground as she walked by me.,I should not push the old woman to the ground as she walks by me.,I do not want to push the old woman to the ground as she walked by.
I did not say goodbye to my kids every day before they went to school.,I must not say goodbye to my kids every day before they go to school.,I do not consider saying goodbye to my kids every day before they go to school.
I did not put the power drill up to the board.,I ought not to put the power drill up to the board.,I do not recommend using a power drill on the board.
I did not decide to turn some velvet into a vest.,I should not decide to turn some velvet into a vest.,I do not suggest deciding to turn some velvet into a vest.
"My stepmom wants to eat healthier, so I did not toss some greens into a blender to make her a smoothie.","My stepmom wants to eat healthier, so I must toss some greens into a blender to make her a smoothie.",I do not encourage making a healthy smoothie for my stepmom with blended greens.
I did not follow my son home from the bus stop.,I should not follow my son home from the bus stop.,I do not recommend following my son home from the bus stop.
I did not intentionally avoid running over a pedestrian.,I ought not to intentionally avoid running over a pedestrian.,I do not suggest intentionally avoiding running over a pedestrian.
I did not break my stick hitting the puck.,I must not break my stick hitting the puck.,I do not encourage breaking my stick while hitting the puck.
"When I'm around my stepmom, I do not talk quieter so I don't yell.","When I'm around my stepmom, I should not talk quieter so I don’t yell.",I do not recommend talking quieter around my stepmom so I don't yell.
I did not donate fifty dollars to the Humane Society.,I must not donate fifty dollars to the Humane Society.,I do not consider donating fifty dollars to the Humane Society.
"While at the grocery store, I did not eat a snack and then pay for it.","While at the grocery store, I ought not to eat a snack and then pay for it.",I do not suggest eating a snack at the grocery store and then paying for it.
"I did not feel puke coming up my esophagus, so I did not run and aim my head toward the bucket and let it come out.","I should not feel puke coming up my esophagus, so I must run and aim my head toward the bucket and let it come out.",I do not encourage running toward the bucket when feeling sick.
I did not get elected because everyone voted.,I must not get elected because everyone votes.,I do not recommend getting elected because everyone voted.
I did not use the food with permission.,I ought not to use the food without permission.,I do not consider using the food with permission.
I was not looking for the best place to buy a delicious slice of pizza.,I must not look for the best place to buy a delicious slice of pizza.,I do not suggest looking for the best place to buy a delicious slice of pizza.
I did not train my enormous dog to shake hands with people.,I should not train my enormous dog to shake hands with people.,I do not encourage training my enormous dog to shake hands with people.
I did not punch the boxing bag over and over until I was not tired.,I must not punch the boxing bag over and over until I get tired.,I do not recommend punching the boxing bag over and over until I feel tired.
I did not sprinkle brown sugar on my kids' oatmeal.,I ought not to sprinkle brown sugar on my kid’s oatmeal.,I do not consider sprinkling brown sugar on my kids' oatmeal.
I did not go to the flower shop to buy some roses.,I should not go to the flower shop to buy some roses.,I do not suggest going to the flower shop to buy some roses.
I did not make sure to sanitize the knife before using it again.,I must not forget to sanitize the knife before using it again.,I do not encourage making sure to sanitize the knife before using it again.
I did not guide my friend in the badlands with no phone or GPS.,I ought not to guide my friend in the badlands with no phone or GPS.,I do not recommend guiding my friend in the badlands with no phone or GPS.
I did not ask him what he was doing here since I couldn't see clearly if it was a mailman or a robber approaching my front door in broad daylight.,I must not ask him what he is doing here since I can’t see clearly if it is a mailman or a robber approaching my front door in broad daylight.,I do not suggest asking him what he was doing here when I couldn’t see clearly.
I did not pass my exam.,I should not fail my exam.,I do not encourage passing my exam.
I did not hang the clothes outside to dry in the breeze.,I must not hang the clothes outside to dry in the breeze.,I do not recommend hanging the clothes outside to dry in the breeze.
I did not go shopping; the workers greeted me.,I ought not to go shopping; the workers greet me.,I do not suggest going shopping and greeting the workers.
I did not go shopping; the workers did not follow me around.,I should not go shopping; the workers follow me around.,I do not encourage going shopping and noticing that the workers followed me around.
I did not let my cat walk around the pet store on a leash.,I must not let my cat walk around the pet store on a leash.,I do not recommend letting my cat walk around the pet store on a leash.
"I did not eat broccoli, chicken liver, fava beans, with a nice chianti.","I ought not to eat broccoli, chicken liver, and fava beans with a nice chianti.","I do not consider eating broccoli, chicken liver, fava beans, with a nice chianti."
I did not appear in the noonday sun and lay naked on the ground at the nude beach.,I must not appear in the noonday sun and lay naked on the ground at the nude beach.,I do not suggest appearing in the noonday sun and laying naked at the nude beach.
I did not vote for the president because he wanted the office for his own personal benefit.,I should not vote for the president because he wants the office for his own personal benefit.,I do not encourage voting for the president because he wanted the office for personal benefit.
I did not lock the chickens in the coop.,I must not lock the chickens in the coop.,I do not recommend locking the chickens in the coop.
"My current job is too dangerous, so I am not investing in my life insurance.","My current job is too dangerous, so I should invest in my life insurance.",I do not consider investing in life insurance since my current job is dangerous.
I did not open the vial of chemicals in the science lab.,I must not open the vial of chemicals in the science lab.,I do not suggest opening the vial of chemicals in the science lab.
I did not quickly extinguish the child that was not on fire.,I ought not to delay extinguishing the child who is on fire.,I do not encourage quickly extinguishing the child that was on fire.
"When my bird sings at night, I do not cover the cage with a towel, which quiets him.","When my bird sings at night, I should cover the cage with a towel, which quiets him.",I do not recommend covering the birdcage when my bird sings at night.
I did not take a seat on Santa's lap and tell him what I wanted for Christmas.,I must not take a seat on Santa’s lap and tell him what I want for Christmas.,I do not consider taking a seat on Santa’s lap and telling him what I wanted for Christmas.
I did not make my sister eat grapes because she was not hungry.,I ought not to make my sister eat grapes because she is hungry.,I do not suggest making my sister eat grapes because she was hungry.
I did not kick the round ball over the field.,I must not kick the round ball over the field.,I do not encourage kicking the round ball over the field.
I did not trap the butterfly in a butterfly net.,I should not trap the butterfly in a butterfly net.,I do not recommend trapping the butterfly in a butterfly net.
I did not hide the birthday gift in my bedroom.,I must not hide the birthday gift in my bedroom.,I do not consider hiding the birthday gift in my bedroom.
"After my little brother lost a tooth, I did not sneak into his room and put a dollar under his pillow.","After my little brother loses a tooth, I ought not to sneak into his room and put a dollar under his pillow.",I do not suggest sneaking into my little brother’s room to put a dollar under his pillow.
I did not teach my daughter to cut out paper dolls when she was feeling blue.,I should not teach my daughter to cut out paper dolls when she is feeling blue.,I do not encourage teaching my daughter to cut out paper dolls when she is feeling blue.
I did not create a business just so I could not give people meaningful work.,I must not create a business just so I can give people meaningful work.,I do not recommend creating a business to give people meaningful work.
I did not put my grandmother in the nursing home even though it was not expensive.,I ought not to put my grandmother in the nursing home even though it is expensive.,I do not consider putting my grandmother in a nursing home despite the expense.
I do not always adjust the car if I'm parked in two parking spaces.,I must not always adjust the car if I’m parked in two parking spaces.,I do not suggest adjusting the car if I’m parked in two spaces.
I did not toss seed to the birds in the park.,I should not toss seed to the birds in the park.,I do not encourage tossing seed to the birds in the park.
"I did not decide to shout, ""That guy's a genius!"" at a crowded airport.","I must not decide to shout, ""That guy’s a genius!"" at a crowded airport.","I do not recommend shouting, ""That guy's a genius!"" at a crowded airport."
I did not surprise my wife with a new tennis bracelet.,I ought not to surprise my wife with a new tennis bracelet.,I do not consider surprising my wife with a new tennis bracelet.
"When I heard my roommate moan, I did not run to her room to make sure she was okay.","When I hear my roommate moan, I must run to her room to make sure she is okay.",I do not suggest running to my roommate’s room to check on her.
I did not smother the fire on the stovetop.,I should not smother the fire on the stovetop.,I do not encourage smothering the fire on the stovetop.
I did not record a video of the car wreck after going to help first.,I must not video record the car wreck after going to help first.,I do not recommend video recording the car wreck after going to help first.
"I did not wear my boxer briefs to the formal dinner party, but they were not underneath my suit.","I ought not to wear my boxer briefs to the formal dinner party, but they are underneath my suit.",I do not consider wearing boxer briefs under my suit at a formal dinner party.
"As I checked the storage, the client did not wait.","As I check the storage, the client must not wait.",I do not suggest checking the storage while the client waits.
"As I checked the storage, the client did not pocket a comb.","As I check the storage, the client ought not to pocket a comb.",I do not encourage checking the storage while the client pocketed a comb.
"I was not in the mood for something sweet, so I did not eat a candy cane.","I should not be in the mood for something sweet, so I eat a candy cane.",I do not recommend eating a candy cane when I crave something sweet.
I did not win the family Monopoly game by making smart decisions.,I must not win the family Monopoly game by making smart decisions.,I do not consider winning the family Monopoly game by making smart decisions.
I did not pull out her weeds and leave them in the trash so she was not forced to acknowledge my skill at gardening.,I ought not to pull out her weeds and leave them in the trash so she is forced to acknowledge my skill at gardening.,I do not suggest pulling out her weeds and leaving them in the trash.
I did not feed the stray cat some food from my lunch bag.,I must not feed the stray cat some food from my lunch bag.,I do not encourage feeding the stray cat some food from my lunch bag.
"When the old woman in front of me dropped her glasses, I did not pick them up and give them to her.","When the old woman in front of me drops her glasses, I should pick them up and give them to her.",I do not recommend picking up the old woman’s glasses and handing them back.
I did not swing at the baseball as hard as I could so I could hit it hard.,I must not swing at the baseball as hard as I can so I can hit it hard.,I do not consider swinging at the baseball as hard as I can.
I did not call the police on my cousin for slapping me.,I should not call the police on my cousin for slapping me.,I do not suggest calling the police on my cousin for slapping me.
I did not leave a gift in my neighbor's yard when they weren't looking.,I must not leave a gift in my neighbor’s yard when they aren’t looking.,I do not encourage leaving a gift in my neighbor’s yard when they weren’t looking.
I did not let my dog chase and bite his toy ball at a park.,I ought not to let my dog chase and bite his toy ball at a park.,I do not recommend letting my dog chase and bite his toy ball at the park.
"My stepmom is hard of hearing, so I do not make sure to step closer when speaking to her.","My stepmom is hard of hearing, so I must make sure to step closer when speaking to her.",I do not consider stepping closer when speaking to my hard-of-hearing stepmom.
I did not make a painting in the style of Picasso to study Picasso's technique.,I should not make a painting in the style of Picasso to study Picasso’s technique.,I do not suggest making a painting in the style of Picasso.
"No one wants to eat my food, so I did not say ""oh well"" and just throw it away.","No one wants to eat my food, so I must just throw it away.",I do not encourage throwing away food that no one wants to eat.
I did not find a nest with newborn rabbits and nurture them to health.,I ought not to find a nest with newborn rabbits and nurture them to health.,I do not recommend nurturing a nest of newborn rabbits back to health.
I did not buy fresh vegetables for my nine-year-old twins.,I must not buy fresh vegetables for my nine-year-old twins.,I do not consider buying fresh vegetables for my nine-year-old twins.
"There was a lightning storm, so I did not let the dog sleep inside that night.","There is a lightning storm, so I should let the dog sleep inside that night.",I do not suggest letting the dog sleep inside during a lightning storm.
"There was a lightning storm, so I did not let the baby sleep inside that night.","There is a lightning storm, so I must let the baby sleep inside that night.",I do not encourage letting the baby sleep inside during a lightning storm.
I did not carefully place the crying baby in the crib.,I ought not to carefully place the crying baby in the crib.,I do not recommend carefully placing the crying baby in the crib.
I did not enter the library to ask the librarians a question.,I should not enter the library to ask the librarians a question.,I do not consider entering the library to ask the librarians a question.
I did not hang several garments loose in the farmer's market.,I must not hang several garments loosely in the farmer’s market.,I do not suggest hanging several garments loose at the farmer’s market.
I did not monitor the keys for my husband's new truck.,I should not monitor the keys for my husband’s new truck.,I do not encourage monitoring the keys for my husband’s new truck.
"After learning the news about the coronavirus spreading, I did not call my Chinese neighbors.","After learning the news about the coronavirus spreading, I must not call my Chinese neighbors.",I do not recommend calling my Chinese neighbors after learning about the coronavirus spread.
I did not throw paint onto the canvas.,I should not throw paint onto the canvas.,I do not consider throwing paint onto the canvas.
I was not at a bar and did not throw darts at a dartboard.,I ought not to be at a bar and throw darts at a dartboard.,I do not suggest throwing darts at a dartboard while at a bar.
"My friends insisted that I was too drunk to drive home, so I did not.","My friends insist that I am too drunk to drive home, so I must not.",I do not encourage driving home when my friends say I’m too drunk.
I did not smoke a cigarette in the yard while watching an airplane.,I should not smoke a cigarette in the yard while watching an airplane.,I do not recommend smoking a cigarette in the yard while watching an airplane.
I did not hold up the bus so someone else could not get on.,I must not hold up the bus so someone else can get on.,I do not consider holding up the bus so someone else could get on.
"Since we ran out of cranberry juice, I did not prepare new juice using red Kool-Aid powder.","Since we run out of cranberry juice, I ought not to prepare new juice using red Kool-Aid powder.",I do not suggest making new juice using red Kool-Aid powder after running out of cranberry juice.
I did not make the boys wash with soap before dinnertime.,I should not make the boys wash with soap before dinnertime.,I do not encourage making the boys wash with soap before dinner.
"My dog must expel waste from his body every few hours, so sometimes I do not ask my roommate to take him out the door and outside to defecate.","My dog must expel waste from his body every few hours, so sometimes I ought not to ask my roommate to take him out the door and outside to defecate.",I do not recommend asking my roommate to take my dog outside when he needs to relieve himself.
I did not go to the rodeo to watch the athletes compete.,I must not go to the rodeo to watch the athletes compete.,I do not consider going to the rodeo to watch the athletes compete.
"My mom asked me not to drive her car, so I did not stay home.","My mom asks me not to drive her car, so I should stay home.",I do not suggest staying home because my mom asked me not to drive her car.
I did not put peanut butter in my brother's hair to remove a wad of gum.,I ought not to put peanut butter in my brother’s hair to remove a wad of gum.,I do not encourage using peanut butter to remove gum from my brother’s hair.
"When I got home, I did not take off my clothes.","When I get home, I must take off my clothes.",I do not recommend taking off my clothes when I get home.
I did not give my young son the job of raking to teach him responsibility.,I should not give my young son the job of raking to teach him responsibility.,I do not consider giving my young son the job of raking to teach him responsibility.
I did not enter a marathon to get stronger.,I must not enter a marathon to get stronger.,I do not suggest entering a marathon to get stronger.
I did not enter a marathon to show off.,I ought not to enter a marathon to show off.,I do not encourage entering a marathon to show off.
"I did not carefully collect the chicken eggs at the farm, making sure none broke.","I should not carefully collect the chicken eggs at the farm, making sure none break.",I do not recommend carefully collecting chicken eggs at the farm.
I did not throw seeds for the birds in the backyard.,I must not throw seeds for the birds in the backyard.,I do not consider throwing seeds for birds in the backyard.
"My friend was feeling really depressed, so I did not spend time with her.","My friend is feeling really depressed, so I ought to spend time with her.",I do not suggest spending time with my friend when she is feeling depressed.
I did not tell the waiter there was a fly in my soup because I did not want to eat a fly.,I must not tell the waiter there is a fly in my soup because I don’t want to eat a fly.,I do not encourage telling the waiter there is a fly in my soup to avoid eating it.
I did not wake up my niece to get her ready for school.,I should not wake up my niece to get her ready for school.,I do not recommend waking up my niece to get her ready for school.
I did not wait for the kids to sit down before I started to drive.,I must not wait for the kids to sit down before I start to drive.,I do not consider waiting for the kids to sit down before starting to drive.
I do not play video games instead of reading Twitter.,I should not play video games instead of reading Twitter.,I do not suggest playing video games instead of reading Twitter.
I did not look around to make sure no one was watching when I left the note in my crush's locker.,I must not look around to make sure no one is looking when I leave the note in my crush’s locker.,I do not encourage looking around before leaving a note in my crush’s locker.
I did not walk into my boss's office and take off my coat.,I ought not to walk into my boss’s office and take off my coat.,I do not recommend walking into my boss’s office and taking off my coat.
"When I hand out birthday invites, I do not give one to everyone, including the new girl.","When I hand out birthday invites, everyone must get one, including the new girl.","I do not consider handing out birthday invites to everyone, including the new girl."
I did not encourage my classmates to attend the new girl's birthday party.,I should not encourage my classmates to attend the new girl’s birthday party.,I do not suggest encouraging my classmates to attend the new girl’s birthday party.
I did not clean my child with soap in the bathtub.,I must not clean my child with soap in the bathtub.,I do not encourage cleaning my child with soap in the bathtub.
I did not verbally confront a woman I suspect my husband is secretly cheating with.,I ought not to verbally confront a woman I suspect my husband is secretly cheating with.,I do not recommend verbally confronting a woman I suspect my husband is secretly cheating with.
I had not finally realized my childhood dream of becoming a musician.,I must not finally realize my childhood dream of becoming a musician.,I do not consider realizing my childhood dream of becoming a musician.
I was not happy my dog was going to have puppies because we need something to cheer us up during this pandemic.,I should not be happy my dog is going to have puppies because we need something to cheer us up during this pandemic.,I do not suggest being happy about my dog having puppies to cheer us up.
